ID;Source;Target;Weight;Type;Label
912;76;90;2;Undirected;2
913;23;94;2;Undirected;2
914;11;74;2;Undirected;2
915;23;38;2;Undirected;2
916;21;65;2;Undirected;2
917;56;70;2;Undirected;2
918;49;99;2;Undirected;2
919;23;41;2;Undirected;2
920;85;94;2;Undirected;2
921;46;94;2;Undirected;2
922;57;70;2;Undirected;2
923;2;12;2;Undirected;2
924;8;67;2;Undirected;2
925;12;23;2;Undirected;2
926;56;111;2;Undirected;2
927;6;45;2;Undirected;2
928;23;100;2;Undirected;2
929;94;95;2;Undirected;2
930;40;76;2;Undirected;2
931;41;42;2;Undirected;2
932;59;69;2;Undirected;2
933;12;55;2;Undirected;2
934;85;111;2;Undirected;2
935;38;45;2;Undirected;2
936;76;101;2;Undirected;2
937;56;91;2;Undirected;2
938;75;76;2;Undirected;2
939;46;52;2;Undirected;2
940;58;71;2;Undirected;2
941;41;55;2;Undirected;2
942;88;111;2;Undirected;2
943;7;50;2;Undirected;2
944;68;87;2;Undirected;2
945;40;92;2;Undirected;2
946;5;23;2;Undirected;2
947;13;54;2;Undirected;2
948;72;81;2;Undirected;2
949;46;56;2;Undirected;2
950;99;112;2;Undirected;2
951;42;50;2;Undirected;2
952;5;81;2;Undirected;2
953;27;93;2;Undirected;2
954;38;50;2;Undirected;2
955;30;49;2;Undirected;2
956;55;104;2;Undirected;2
957;52;56;2;Undirected;2
958;88;113;2;Undirected;2
959;33;64;2;Undirected;2
960;27;98;2;Undirected;2
961;93;100;2;Undirected;2
962;41;50;2;Undirected;2
963;29;55;2;Undirected;2
964;88;122;2;Undirected;2
965;6;62;2;Undirected;2
966;27;58;2;Undirected;2
967;62;64;2;Undirected;2
968;62;122;2;Undirected;2
969;60;88;2;Undirected;2
970;50;54;2;Undirected;2
971;45;71;2;Undirected;2
972;83;121;2;Undirected;2
973;30;63;2;Undirected;2
974;27;56;2;Undirected;2
975;5;58;2;Undirected;2
976;100;124;2;Undirected;2
977;74;99;2;Undirected;2
978;42;64;2;Undirected;2
979;23;70;2;Undirected;2
980;45;64;2;Undirected;2
981;41;64;2;Undirected;2
982;117;124;2;Undirected;2
983;41;63;2;Undirected;2
984;58;116;2;Undirected;2
985;58;98;2;Undirected;2
986;96;118;2;Undirected;2
987;49;70;2;Undirected;2
988;28;121;2;Undirected;2
989;65;76;2;Undirected;2
990;34;121;2;Undirected;2
991;12;67;2;Undirected;2
992;8;106;2;Undirected;2
993;25;69;2;Undirected;2
994;46;69;2;Undirected;2
995;64;68;2;Undirected;2
996;41;74;2;Undirected;2
997;29;64;2;Undirected;2
998;62;67;2;Undirected;2
999;29;49;2;Undirected;2
1000;74;75;2;Undirected;2
1001;6;34;2;Undirected;2
1002;1;68;2;Undirected;2
1003;10;12;2;Undirected;2
1004;5;76;2;Undirected;2
1005;27;59;2;Undirected;2
1006;2;62;2;Undirected;2
1007;33;59;2;Undirected;2
1008;41;60;2;Undirected;2
1009;5;54;2;Undirected;2
1010;44;55;2;Undirected;2
1011;50;55;2;Undirected;2
1012;27;57;2;Undirected;2
1013;33;61;2;Undirected;2
1014;82;101;1;Undirected; 
1015;34;76;1;Undirected; 
1016;97;124;1;Undirected; 
1017;8;18;1;Undirected; 
1018;18;98;1;Undirected; 
1019;60;61;1;Undirected; 
1020;2;123;1;Undirected; 
1021;52;60;1;Undirected; 
1022;56;105;1;Undirected; 
1023;29;77;1;Undirected; 
1024;10;124;1;Undirected; 
1025;6;64;1;Undirected; 
1026;63;96;1;Undirected; 
1027;28;62;1;Undirected; 
1028;44;122;1;Undirected; 
1029;26;62;1;Undirected; 
1030;67;104;1;Undirected; 
1031;68;75;1;Undirected; 
1032;112;123;1;Undirected; 
1033;29;62;1;Undirected; 
1034;63;95;1;Undirected; 
1035;18;63;1;Undirected; 
1036;50;122;1;Undirected; 
1037;5;56;1;Undirected; 
1038;37;110;1;Undirected; 
1039;27;71;1;Undirected; 
1040;112;121;1;Undirected; 
1041;24;61;1;Undirected; 
1042;12;94;1;Undirected; 
1043;8;66;1;Undirected; 
1044;66;123;1;Undirected; 
1045;8;56;1;Undirected; 
1046;63;110;1;Undirected; 
1047;62;71;1;Undirected; 
1048;115;121;1;Undirected; 
1049;18;59;1;Undirected; 
1050;38;94;1;Undirected; 
1051;47;64;1;Undirected; 
1052;30;124;1;Undirected; 
1053;56;59;1;Undirected; 
1054;69;110;1;Undirected; 
1055;54;72;1;Undirected; 
1056;65;122;1;Undirected; 
1057;49;56;1;Undirected; 
1058;47;94;1;Undirected; 
1059;56;64;1;Undirected; 
1060;57;121;1;Undirected; 
1061;23;30;1;Undirected; 
1062;83;106;1;Undirected; 
1063;18;67;1;Undirected; 
1064;83;123;1;Undirected; 
1065;17;56;1;Undirected; 
1066;64;93;1;Undirected; 
1067;62;68;1;Undirected; 
1068;66;121;1;Undirected; 
1069;29;30;1;Undirected; 
1070;89;106;1;Undirected; 
1071;8;69;1;Undirected; 
1072;94;113;1;Undirected; 
1073;27;29;1;Undirected; 
1074;74;106;1;Undirected; 
1075;52;55;1;Undirected; 
1076;31;121;1;Undirected; 
1077;16;33;1;Undirected; 
1078;49;100;1;Undirected; 
1079;34;69;1;Undirected; 
1080;30;113;1;Undirected; 
1081;8;52;1;Undirected; 
1082;26;107;1;Undirected; 
1083;12;59;1;Undirected; 
1084;41;120;1;Undirected; 
1085;3;34;1;Undirected; 
1086;55;100;1;Undirected; 
1087;47;67;1;Undirected; 
1088;56;113;1;Undirected; 
1089;10;33;1;Undirected; 
1090;3;108;1;Undirected; 
1091;12;60;1;Undirected; 
1092;70;120;1;Undirected; 
1093;8;41;1;Undirected; 
1094;87;100;1;Undirected; 
1095;50;67;1;Undirected; 
1096;41;116;1;Undirected; 
1097;16;35;1;Undirected; 
1098;98;100;1;Undirected; 
1099;45;57;1;Undirected; 
1100;93;116;1;Undirected; 
1101;45;46;1;Undirected; 
1102;67;97;1;Undirected; 
1103;16;68;1;Undirected; 
1104;111;120;1;Undirected; 
1105;27;38;1;Undirected; 
1106;85;101;1;Undirected; 
1107;14;52;1;Undirected; 
1108;38;116;1;Undirected; 
1109;41;51;1;Undirected; 
1110;65;98;1;Undirected; 
1111;12;63;1;Undirected; 
1112;25;121;1;Undirected; 
1113;5;45;1;Undirected; 
1114;66;99;1;Undirected; 
1115;30;50;1;Undirected; 
1116;71;113;1;Undirected; 
1117;25;52;1;Undirected; 
1118;68;98;1;Undirected; 
1119;38;63;1;Undirected; 
1120;48;121;1;Undirected; 
1121;43;45;1;Undirected; 
1122;5;99;1;Undirected; 
1123;40;48;1;Undirected; 
1124;59;124;1;Undirected; 
1125;32;64;1;Undirected; 
1126;55;93;1;Undirected; 
1127;2;65;1;Undirected; 
1128;108;116;1;Undirected; 
1129;23;49;1;Undirected; 
1130;95;99;1;Undirected; 
1131;21;46;1;Undirected; 
1132;82;124;1;Undirected; 
1133;13;65;1;Undirected; 
1134;84;93;1;Undirected; 
1135;25;65;1;Undirected; 
1136;45;117;1;Undirected; 
1137;13;69;1;Undirected; 
1138;46;100;1;Undirected; 
1139;44;46;1;Undirected; 
1140;30;60;1;Undirected; 
1141;30;74;1;Undirected; 
1142;90;93;1;Undirected; 
1143;16;54;1;Undirected; 
1144;65;117;1;Undirected; 
1145;16;69;1;Undirected; 
1146;8;81;1;Undirected; 
1147;5;12;1;Undirected; 
1148;7;62;1;Undirected; 
1149;1;76;1;Undirected; 
1150;4;91;1;Undirected; 
1151;38;56;1;Undirected; 
1152;74;117;1;Undirected; 
1153;62;72;1;Undirected; 
1154;40;81;1;Undirected; 
1155;12;27;1;Undirected; 
1156;15;54;1;Undirected; 
1157;4;76;1;Undirected; 
1158;49;89;1;Undirected; 
1159;2;58;1;Undirected; 
1160;85;118;1;Undirected; 
1161;65;72;1;Undirected; 
1162;31;78;1;Undirected; 
1163;6;41;1;Undirected; 
1164;40;59;1;Undirected; 
1165;12;70;1;Undirected; 
1166;78;89;1;Undirected; 
1167;56;60;1;Undirected; 
1168;27;120;1;Undirected; 
1169;54;73;1;Undirected; 
1170;54;78;1;Undirected; 
1171;9;41;1;Undirected; 
1172;49;59;1;Undirected; 
1173;87;98;1;Undirected; 
1174;47;76;1;Undirected; 
1175;40;62;1;Undirected; 
1176;90;112;1;Undirected; 
1177;1;74;1;Undirected; 
1178;57;78;1;Undirected; 
1179;12;77;1;Undirected; 
1180;5;57;1;Undirected; 
1181;19;99;1;Undirected; 
1182;21;83;1;Undirected; 
1183;46;62;1;Undirected; 
1184;82;111;1;Undirected; 
1185;53;70;1;Undirected; 
1186;28;77;1;Undirected; 
1187;41;77;1;Undirected; 
1188;40;57;1;Undirected; 
1189;51;99;1;Undirected; 
1190;45;84;1;Undirected; 
1191;6;63;1;Undirected; 
1192;55;110;1;Undirected; 
1193;62;65;1;Undirected; 
1194;31;77;1;Undirected; 
1195;54;76;1;Undirected; 
1196;48;49;1;Undirected; 
1197;89;105;1;Undirected; 
1198;6;86;1;Undirected; 
1199;26;41;1;Undirected; 
1200;84;110;1;Undirected; 
1201;65;67;1;Undirected; 
1202;5;82;1;Undirected; 
1203;41;78;1;Undirected; 
1204;26;46;1;Undirected; 
1205;92;105;1;Undirected; 
1206;25;88;1;Undirected; 
1207;44;49;1;Undirected; 
1208;87;110;1;Undirected; 
1209;51;78;1;Undirected; 
1210;27;83;1;Undirected; 
1211;47;78;1;Undirected; 
1212;23;27;1;Undirected; 
1213;51;101;1;Undirected; 
1214;7;59;1;Undirected; 
1215;4;50;1;Undirected; 
1216;12;107;1;Undirected; 
1217;16;78;1;Undirected; 
1218;56;84;1;Undirected; 
1219;70;78;1;Undirected; 
1220;2;38;1;Undirected; 
1221;41;102;1;Undirected; 
1222;45;59;1;Undirected; 
1223;31;40;1;Undirected; 
1224;64;105;1;Undirected; 
1225;62;74;1;Undirected; 
1226;65;84;1;Undirected; 
1227;50;82;1;Undirected; 
1228;27;43;1;Undirected; 
1229;70;102;1;Undirected; 
1230;54;56;1;Undirected; 
1231;17;41;1;Undirected; 
1232;67;105;1;Undirected; 
1233;27;72;1;Undirected; 
1234;66;81;1;Undirected; 
1235;56;82;1;Undirected; 
1236;2;6;1;Undirected; 
1237;76;102;1;Undirected; 
1238;29;50;1;Undirected; 
1239;7;25;1;Undirected; 
1240;99;105;1;Undirected; 
1241;7;76;1;Undirected; 
1242;45;88;1;Undirected; 
1243;4;85;1;Undirected; 
1244;4;77;1;Undirected; 
1245;41;104;1;Undirected; 
1246;8;46;1;Undirected; 
1247;45;111;1;Undirected; 
1248;28;98;1;Undirected; 
1249;42;76;1;Undirected; 
1250;68;88;1;Undirected; 
1251;78;87;1;Undirected; 
1252;59;77;1;Undirected; 
1253;65;93;1;Undirected; 
1254;48;52;1;Undirected; 
1255;51;111;1;Undirected; 
1256;23;99;1;Undirected; 
1257;84;117;1;Undirected; 
1258;6;90;1;Undirected; 
1259;87;88;1;Undirected; 
1260;72;76;1;Undirected; 
1261;88;93;1;Undirected; 
1262;6;54;1;Undirected; 
1263;76;110;1;Undirected; 
1264;6;103;1;Undirected; 
1265;87;117;1;Undirected; 
1266;64;90;1;Undirected; 
1267;23;88;1;Undirected; 
1268;60;70;1;Undirected; 
1269;46;92;1;Undirected; 
1270;23;43;1;Undirected; 
1271;103;111;1;Undirected; 
1272;38;105;1;Undirected; 
1273;8;118;1;Undirected; 
1274;71;73;1;Undirected; 
1275;66;98;1;Undirected; 
1276;63;72;1;Undirected; 
1277;59;91;1;Undirected; 
1278;4;30;1;Undirected; 
1279;65;107;1;Undirected; 
1280;23;101;1;Undirected; 
1281;78;113;1;Undirected; 
1282;68;70;1;Undirected; 
1283;69;97;1;Undirected; 
1284;50;73;1;Undirected; 
1285;85;91;1;Undirected; 
1286;12;33;1;Undirected; 
1287;94;107;1;Undirected; 
1288;89;100;1;Undirected; 
1289;65;106;1;Undirected; 
1290;23;71;1;Undirected; 
1291;55;106;1;Undirected; 
1292;45;66;1;Undirected; 
1293;23;96;1;Undirected; 
1294;13;34;1;Undirected; 
1295;99;106;1;Undirected; 
1296;5;100;1;Undirected; 
1297;68;106;1;Undirected; 
1298;52;71;1;Undirected; 
1299;84;106;1;Undirected; 
1300;6;69;1;Undirected; 
1301;45;97;1;Undirected; 
1302;4;41;1;Undirected; 
1303;2;101;1;Undirected; 
1304;71;94;1;Undirected; 
1305;54;107;1;Undirected; 
1306;51;74;1;Undirected; 
1307;33;100;1;Undirected; 
1308;38;69;1;Undirected; 
1309;49;94;1;Undirected; 
1310;58;68;1;Undirected; 
1311;6;95;1;Undirected; 
1312;77;94;1;Undirected; 
1313;94;108;1;Undirected; 
1314;67;75;1;Undirected; 
1315;59;100;1;Undirected; 
1316;47;69;1;Undirected; 
1317;55;98;1;Undirected; 
1318;18;69;1;Undirected; 
1319;65;100;1;Undirected; 
1320;27;88;1;Undirected; 
1321;100;108;1;Undirected; 
1322;70;75;1;Undirected; 
1323;68;103;1;Undirected; 
1324;56;92;1;Undirected; 
1325;69;90;1;Undirected; 
1326;57;67;1;Undirected; 
1327;60;101;1;Undirected; 
1328;56;88;1;Undirected; 
1329;10;110;1;Undirected; 
1330;3;76;1;Undirected; 
1331;33;104;1;Undirected; 
1332;88;92;1;Undirected; 
1333;21;89;1;Undirected; 
1334;67;72;1;Undirected; 
1335;69;101;1;Undirected; 
1336;62;88;1;Undirected; 
1337;50;100;1;Undirected; 
1338;62;70;1;Undirected; 
1339;68;104;1;Undirected; 
1340;27;90;1;Undirected; 
1341;12;87;1;Undirected; 
1342;65;73;1;Undirected; 
1343;46;105;1;Undirected; 
1344;79;84;1;Undirected; 
1345;42;101;1;Undirected; 
1346;40;67;1;Undirected; 
1347;74;104;1;Undirected; 
1348;34;89;1;Undirected; 
1349;41;87;1;Undirected; 
1350;28;74;1;Undirected; 
1351;44;99;1;Undirected; 
1352;42;85;1;Undirected; 
1353;68;101;1;Undirected; 
1354;49;67;1;Undirected; 
1355;92;94;1;Undirected; 
1356;80;85;1;Undirected; 
1357;76;87;1;Undirected; 
1358;15;76;1;Undirected; 
1359;41;88;1;Undirected; 
1360;33;83;1;Undirected; 
1361;74;103;1;Undirected; 
1362;52;68;1;Undirected; 
1363;12;95;1;Undirected; 
1364;64;84;1;Undirected; 
1365;34;88;1;Undirected; 
1366;69;71;1;Undirected; 
1367;67;88;1;Undirected; 
1368;65;83;1;Undirected; 
1369;62;104;1;Undirected; 
1370;56;65;1;Undirected; 
1371;41;95;1;Undirected; 
1372;6;84;1;Undirected; 
1373;45;82;1;Undirected; 
1374;45;77;1;Undirected; 
1375;70;88;1;Undirected; 
1376;65;81;1;Undirected; 
1377;27;106;1;Undirected; 
1378;18;62;1;Undirected; 
1379;89;93;1;Undirected; 
1380;12;84;1;Undirected; 
1381;74;82;1;Undirected; 
1382;48;77;1;Undirected; 
1383;4;89;1;Undirected; 
1384;6;78;1;Undirected; 
1385;33;106;1;Undirected; 
1386;44;62;1;Undirected; 
1387;25;94;1;Undirected; 
1388;51;85;1;Undirected; 
1389;38;83;1;Undirected; 
1390;74;77;1;Undirected; 
1391;79;85;1;Undirected; 
1392;56;79;1;Undirected; 
1393;65;99;1;Undirected; 
1394;5;63;1;Undirected; 
1395;31;94;1;Undirected; 
1396;54;85;1;Undirected; 
1397;80;84;1;Undirected; 
1398;5;78;1;Undirected; 
1399;75;87;1;Undirected; 
1400;58;78;1;Undirected; 
1401;15;100;1;Undirected; 
1402;8;63;1;Undirected; 
1403;54;94;1;Undirected; 
1404;57;85;1;Undirected; 
1405;58;81;1;Undirected; 
1406;57;124;1;Undirected; 
1407;88;89;1;Undirected; 
1408;64;78;1;Undirected; 
1409;38;87;1;Undirected; 
1410;45;56;1;Undirected; 
1411;60;94;1;Undirected; 
1412;45;81;1;Undirected; 
1413;64;81;1;Undirected; 
1414;62;123;1;Undirected; 
1415;49;91;1;Undirected; 
1416;46;70;1;Undirected; 
1417;58;85;1;Undirected; 
1418;10;56;1;Undirected; 
1419;45;90;1;Undirected; 
1420;13;81;1;Undirected; 
1421;71;78;1;Undirected; 
1422;28;124;1;Undirected; 
1423;55;91;1;Undirected; 
1424;67;71;1;Undirected; 
1425;29;85;1;Undirected; 
1426;33;52;1;Undirected; 
1427;74;90;1;Undirected; 
1428;30;111;1;Undirected; 
1429;26;81;1;Undirected; 
1430;31;124;1;Undirected; 
1431;84;91;1;Undirected; 
1432;46;72;1;Undirected; 
1433;46;81;1;Undirected; 
1434;52;53;1;Undirected; 
1435;6;91;1;Undirected; 
1436;60;102;1;Undirected; 
1437;82;123;1;Undirected; 
1438;30;123;1;Undirected; 
1439;50;92;1;Undirected; 
1440;46;74;1;Undirected; 
1441;52;81;1;Undirected; 
1442;46;50;1;Undirected; 
1443;8;115;1;Undirected; 
1444;27;107;1;Undirected; 
1445;117;123;1;Undirected; 
1446;3;122;1;Undirected; 
1447;76;92;1;Undirected; 
1448;52;76;1;Undirected; 
1449;78;81;1;Undirected; 
1450;29;54;1;Undirected; 
1451;49;119;1;Undirected; 
1452;85;107;1;Undirected; 
1453;5;124;1;Undirected; 
1454;45;120;1;Undirected; 
1455;45;93;1;Undirected; 
1456;51;62;1;Undirected; 
1457;63;82;1;Undirected; 
1458;49;54;1;Undirected; 
1459;23;120;1;Undirected; 
1460;8;108;1;Undirected; 
1461;104;124;1;Undirected; 
1462;74;120;1;Undirected; 
1463;9;81;1;Undirected; 
1464;46;65;1;Undirected; 
1465;60;84;1;Undirected; 
1466;42;55;1;Undirected; 
1467;55;120;1;Undirected; 
1468;49;110;1;Undirected; 
1469;95;124;1;Undirected; 
1470;106;120;1;Undirected; 
1471;64;77;1;Undirected; 
1472;31;68;1;Undirected; 
1473;69;84;1;Undirected; 
1474;33;34;1;Undirected; 
1475;4;121;1;Undirected; 
1476;75;110;1;Undirected; 
1477;72;124;1;Undirected; 
1478;11;121;1;Undirected; 
1479;55;84;1;Undirected; 
1480;40;68;1;Undirected; 
1481;55;94;1;Undirected; 
1482;25;45;1;Undirected; 
1483;13;121;1;Undirected; 
1484;23;112;1;Undirected; 
1485;45;116;1;Undirected; 
1486;72;121;1;Undirected; 
1487;58;84;1;Undirected; 
1488;34;59;1;Undirected; 
1489;81;92;1;Undirected; 
1490;28;45;1;Undirected; 
1491;71;121;1;Undirected; 
1492;55;112;1;Undirected; 
1493;74;116;1;Undirected; 
1494;75;121;1;Undirected; 
1495;18;85;1;Undirected; 
1496;25;64;1;Undirected; 
1497;50;93;1;Undirected; 
1498;34;45;1;Undirected; 
1499;73;113;1;Undirected; 
1500;84;112;1;Undirected; 
1501;23;113;1;Undirected; 
1502;8;49;1;Undirected; 
1503;44;81;1;Undirected; 
1504;30;56;1;Undirected; 
1505;12;98;1;Undirected; 
1506;65;120;1;Undirected; 
1507;27;117;1;Undirected; 
1508;45;113;1;Undirected; 
1509;74;114;1;Undirected; 
1510;52;121;1;Undirected; 
1511;70;81;1;Undirected; 
1512;25;57;1;Undirected; 
1513;41;98;1;Undirected; 
1514;110;121;1;Undirected; 
1515;62;117;1;Undirected; 
1516;65;111;1;Undirected; 
1517;4;110;1;Undirected; 
1518;72;117;1;Undirected; 
1519;33;82;1;Undirected; 
1520;54;57;1;Undirected; 
1521;50;95;1;Undirected; 
1522;41;111;1;Undirected; 
1523;114;117;1;Undirected; 
1524;36;111;1;Undirected; 
1525;30;110;1;Undirected; 
1526;65;119;1;Undirected; 
1527;104;123;1;Undirected; 
1528;4;58;1;Undirected; 
1529;84;90;1;Undirected; 
1530;67;108;1;Undirected; 
1531;12;109;1;Undirected; 
1532;41;101;1;Undirected; 
1533;33;110;1;Undirected; 
1534;99;108;1;Undirected; 
1535;18;124;1;Undirected; 
1536;26;33;1;Undirected; 
1537;41;91;1;Undirected; 
1538;25;110;1;Undirected; 
1539;99;110;1;Undirected; 
1540;55;95;1;Undirected; 
1541;55;111;1;Undirected; 
1542;9;111;1;Undirected; 
1543;9;124;1;Undirected; 
1544;8;34;1;Undirected; 
1545;70;91;1;Undirected; 
1546;98;113;1;Undirected; 
1547;54;111;1;Undirected; 
1548;30;94;1;Undirected; 
1549;81;111;1;Undirected; 
1550;27;115;1;Undirected; 
1551;54;122;1;Undirected; 
1552;8;29;1;Undirected; 
1553;49;122;1;Undirected; 
1554;83;124;1;Undirected; 
1555;90;124;1;Undirected; 
1556;23;97;1;Undirected; 
1557;107;111;1;Undirected; 
1558;48;124;1;Undirected; 
1559;63;119;1;Undirected; 
1560;6;12;1;Undirected; 
1561;96;121;1;Undirected; 
1562;90;122;1;Undirected; 
1563;122;124;1;Undirected; 
1564;45;98;1;Undirected; 
1565;47;121;1;Undirected; 
1566;80;123;1;Undirected; 
1567;29;120;1;Undirected; 
1568;12;16;1;Undirected; 
1569;8;120;1;Undirected; 
1570;100;123;1;Undirected; 
1571;64;124;1;Undirected; 
1572;6;99;1;Undirected; 
1573;98;122;1;Undirected; 
1574;12;50;1;Undirected; 
1575;58;120;1;Undirected; 
1576;29;99;1;Undirected; 
1577;63;116;1;Undirected; 
1578;41;46;1;Undirected; 
1579;58;124;1;Undirected; 
1580;18;52;1;Undirected; 
1581;47;123;1;Undirected; 
1582;61;120;1;Undirected; 
1583;52;124;1;Undirected; 
1584;64;120;1;Undirected; 
1585;18;123;1;Undirected; 
1586;83;115;1;Undirected; 
1587;113;124;1;Undirected; 
1588;59;121;1;Undirected; 
1589;116;124;1;Undirected; 
1590;117;121;1;Undirected; 
